pattern_id,key,left_token_id,right_token_id,distance,left_text,right_text,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage,parent_reuse
951,88080446,21,15,3,6,0,447,103,0.18888122,0.10229523,382,0.03820000,2
952,1631587480,389,806,1, on, his,446,127,0.21586261,0.10940251,487,0.04870000,0
953,1501564222,358,847,3, I, my,446,137,0.19179931,0.18519635,505,0.05050000,0
954,79691842,19,16,3,4,1,446,97,0.16808332,0.16007360,383,0.03830000,0
955,4542432477,1083,311,2, also, to,446,115,0.13010524,0.01014755,526,0.05260000,0
956,46142405,11,1265,2,",", should,446,114,0.11390094,0.00141387,488,0.04880000,1
957,5226109796,1246,1753,1, how, much,445,124,0.47383282,0.08774166,483,0.04830000,0
958,2575306264,614,902,1, have, no,445,118,0.31625051,0.03814472,509,0.05090000,1
959,1501565236,358,1101,1, I, just,445,104,0.21915832,0.08814901,475,0.04750000,1
960,1799360557,429,1035,2, that, would,445,103,0.17298642,0.09781092,498,0.04980000,0
961,3699376180,882,13,1, time,.,445,94,0.12888411,0.18924512,489,0.04890000,5
962,16273900764,3880,311,1, needs, to,444,126,0.31389598,0.10599172,490,0.04900000,0
963,1275075933,304,1879,2, in, world,443,112,0.27502296,0.00953652,475,0.04750000,1
964,75497548,18,19,1,3,4,443,92,0.26443831,0.20624682,391,0.03910000,3
965,1568674208,374,1128,1, is, what,443,92,0.16811867,0.20624682,483,0.04830000,0
966,7964983340,1899,11,1, day,",",443,98,0.15038755,0.14306792,455,0.04550000,5
967,2709526004,646,1405,1, can,’t,442,114,0.37584138,0.01042294,416,0.04160000,0
968,6018827484,1435,311,1, him, to,442,107,0.15861415,0.05294667,453,0.04530000,0
969,1136656544,271,40,1,"

",I,441,112,0.33771417,0.00501163,442,0.04420000,4
970,3384806072,807,686,1, they, will,441,87,0.27263392,0.25760238,464,0.04640000,0
971,12071208028,2878,279,1, within, the,441,116,0.24532984,0.03007969,476,0.04760000,1
972,62915354,15,198,3,0,"
",441,86,0.17805447,0.26916320,311,0.03110000,9
973,9978251316,2379,525,1, They, are,440,127,0.35612538,0.12294674,480,0.04800000,0
974,75497560,18,22,1,3,7,440,105,0.29386326,0.06728000,399,0.03990000,1
975,1568678044,374,2087,1, is, going,440,104,0.27510343,0.07684945,456,0.04560000,3
976,13451138548,3207,1405,1, didn,’t,438,107,0.60369173,0.04385570,376,0.03760000,0
977,1837107416,438,566,1, as, he,438,101,0.22028763,0.10156402,411,0.04110000,0
978,1170218609,279,1948,2, the, between,438,105,0.16447415,0.06272418,465,0.04650000,0
979,6610224536,1576,358,1, because, I,437,91,0.25731961,0.20353931,423,0.04230000,0
980,1879050980,448,697,1, with, your,437,124,0.19336748,0.10588275,468,0.04680000,0
981,1501564221,358,847,2, I, my,437,120,0.18904357,0.07309292,452,0.04520000,0
982,6496976940,1549,11,1, again,",",436,92,0.19831825,0.19031929,477,0.04770000,0
983,92274753,22,16,2,7,1,436,105,0.19541036,0.05814752,357,0.03570000,2
984,62914638,15,19,3,0,4,436,112,0.16149729,0.00639100,388,0.03880000,1
985,1602232656,382,2132,1,".

",It,435,114,0.40486750,0.02638679,470,0.04700000,0
986,67108912,16,12,1,1,-,435,90,0.21632152,0.21000198,330,0.03300000,8
987,58720314,14,14,3,/,/,434,141,0.56661979,0.24124973,254,0.02540000,25
988,1799359161,429,686,2, that, will,434,113,0.14601388,0.01987766,487,0.04870000,0
989,1623197441,387,448,2, be, with,434,129,0.13374403,0.15230225,512,0.05120000,0
990,46148449,11,2776,2,",",'m,434,108,0.13367435,0.02537893,457,0.04570000,1
991,2088776504,498,3278,1, you,'ll,433,86,0.38027976,0.25085606,390,0.03900000,0
992,4244636704,1012,264,1, been, a,433,92,0.14251548,0.18341478,490,0.04900000,0
993,4195596,1,323,1,"""", and,433,117,0.11698503,0.05697058,423,0.04230000,0
994,1170219160,279,2086,1, the, second,432,121,0.23851199,0.09289933,471,0.04710000,1
995,75497541,18,17,2,3,2,429,89,0.16812617,0.20728617,362,0.03620000,2
996,1602226121,382,498,2,".

", you,429,101,0.10414395,0.08080203,437,0.04370000,0
997,88081266,21,220,3,6, ,428,111,0.13018543,0.01594138,382,0.03820000,5
998,54542832,13,4220,1,., These,427,120,0.35408472,0.09624211,471,0.04710000,0
999,50331720,12,18,1,-,3,427,69,0.31110824,0.45714313,316,0.03160000,2
1000,17205051416,4102,4102,1, , ,427,87,0.16777080,0.22534152,216,0.02160000,0
1001,1304438644,311,2525,1, to, come,426,115,0.23492130,0.05602716,496,0.04960000,1
1002,1342177346,320,16,3, (,1,426,60,0.11381978,0.59456041,354,0.03540000,0
1003,2088765924,498,633,1, you, get,425,120,0.25301826,0.10093695,479,0.04790000,0
1004,9126806797,2176,323,2, both, and,425,108,0.23713935,0.00442357,492,0.04920000,0
1005,1547700008,369,458,1, for, an,425,96,0.15935948,0.12220660,484,0.04840000,0
1006,79691840,19,16,1,4,1,424,152,0.16149007,0.33968144,398,0.03980000,3
1007,8292139052,1977,11,1, say,",",424,89,0.14615670,0.19556271,448,0.04480000,0
1008,88080464,21,20,1,6,5,423,91,0.29240196,0.17097830,365,0.03650000,3
1009,7314867904,1744,432,1, think, it,423,117,0.28334193,0.08033613,475,0.04750000,7
1010,100663360,24,16,1,9,1,423,122,0.15953249,0.12218324,385,0.03850000,4
1011,12595498960,3003,1012,1,'ve, been,422,90,0.51657389,0.17966127,433,0.04330000,1
1012,1568677928,374,2058,1, is, still,422,110,0.27435496,0.02100943,495,0.04950000,0
1013,2994736834,714,944,3, but,'t,422,88,0.26348270,0.20213412,448,0.04480000,0
1014,23592961260,5625,315,1, couple, of,421,101,0.36264379,0.06197794,460,0.04600000,1
1015,92274754,22,16,3,7,1,421,97,0.19117881,0.10238748,347,0.03470000,1
1016,3384804877,807,387,2, they, be,421,117,0.18638868,0.08507548,496,0.04960000,0
1017,7352618124,1753,803,1, much, more,420,108,0.40703652,0.00741089,482,0.04820000,0
1018,1837112164,438,1753,1, as, much,420,102,0.31916482,0.04974752,477,0.04770000,2
1019,1568676104,374,1602,1, is, very,420,96,0.24017946,0.11037214,448,0.04480000,0
1020,1170223948,279,3283,1, the, city,419,95,0.26262118,0.11845965,312,0.03120000,0
1021,1275074881,304,1616,2, in, way,419,116,0.21093702,0.08125365,487,0.04870000,0
1022,9642706141,2299,311,2,'re, to,419,120,0.19171993,0.11515520,429,0.04290000,2
1023,1501564881,358,1012,2, I, been,417,93,0.22859778,0.13495235,430,0.04300000,0
1024,83886146,20,16,3,5,1,417,112,0.14726417,0.05094703,409,0.04090000,1
1025,3380616336,806,1828,1, his, own,416,112,0.44121470,0.05334799,428,0.04280000,0
1026,1098909080,262,358,1,   , I,416,118,0.23454904,0.10553374,288,0.02880000,0
1027,18299749596,4363,311,1, likely, to,415,90,0.30959692,0.16293447,402,0.04020000,1
1028,2877294537,686,498,2, will, you,415,94,0.18787850,0.11944936,405,0.04050000,0
1029,1623197401,387,438,2, be, as,414,91,0.14179648,0.14947209,464,0.04640000,0
1030,8753513997,2087,387,2, going, be,413,88,0.35023467,0.18057640,430,0.04300000,0
1031,88080453,21,17,2,6,2,413,110,0.21002755,0.04256715,328,0.03280000,5
1032,5670700268,1352,315,1, form, of,412,70,0.31742817,0.40699373,416,0.04160000,1
1033,2956985377,705,264,2, up, a,411,100,0.10123117,0.04788865,471,0.04710000,0
1034,104857676,25,19,1,:,4,410,111,0.27372463,0.05890742,337,0.03370000,30
1035,16529753180,3941,279,1, across, the,410,130,0.26890833,0.21691167,463,0.04630000,0
1036,88080449,21,16,2,6,1,410,121,0.18165261,0.14516776,362,0.03620000,4
1037,2923437200,697,1828,1, your, own,409,90,0.41825974,0.14837111,409,0.04090000,0
1038,5939135580,1416,279,1, If, the,409,85,0.11381029,0.20552952,419,0.04190000,0
1039,1765803042,421,264,3, if, a,409,107,0.10481200,0.02464805,483,0.04830000,0
1040,830472293,198,25,2,"
",:,408,87,0.28829102,0.17982468,256,0.02560000,3
1041,1765804085,421,525,2, if, are,408,91,0.24083222,0.13487329,449,0.04490000,0
1042,1170222068,279,2813,1, the, company,408,86,0.22535743,0.19138550,292,0.02920000,0
1043,1602239480,382,3838,1,".

",What,407,105,0.41593856,0.01068154,395,0.03950000,0
1044,83886149,20,17,2,5,2,407,75,0.17158850,0.32579070,333,0.03330000,2
1045,9386859364,2238,1753,1, too, much,406,99,0.53673136,0.04569893,443,0.04430000,0
1046,4416603433,1053,330,2, said," """,406,93,0.37040972,0.10821929,320,0.03200000,1
1047,100663626,24,82,3,9,s,405,87,0.37817151,0.17244457,333,0.03330000,11
1048,17205038148,4102,785,1, ,The,405,128,0.26377542,0.21367757,336,0.03360000,1
1049,1107310096,264,3460,1, a, large,404,90,0.31284341,0.13607083,441,0.04410000,2
1050,75497568,18,24,1,3,9,404,107,0.25054357,0.03694833,376,0.03760000,2
1051,62915353,15,198,2,0,"
",404,94,0.16703422,0.09258572,287,0.02870000,11
1052,31998348992,7629,944,1, aren,'t,403,96,0.59585970,0.06905399,437,0.04370000,0
1053,104857680,25,20,1,:,5,403,107,0.25892757,0.03942665,329,0.03290000,26
1054,83886160,20,20,1,5,5,403,119,0.24929654,0.14572131,395,0.03950000,1
1055,17205037312,4102,576,1, , The,403,131,0.19279472,0.24179514,249,0.02490000,0
1056,79691845,19,17,2,4,2,403,85,0.18287023,0.19075093,310,0.03100000,2
1057,6991905884,1667,279,1, using, the,403,87,0.16973303,0.16749407,421,0.04210000,0
1058,6949962988,1657,315,1, many, of,403,89,0.16883182,0.14476582,440,0.04400000,0
1059,6274680468,1496,421,1, even, if,402,78,0.41933861,0.27420889,443,0.04430000,0
1060,96469054,23,15,3,8,0,402,114,0.17604199,0.10528074,372,0.03720000,2
1061,5725241368,1365,4102,1, –, ,401,127,0.43083164,0.21576004,131,0.01310000,4
1062,3242203620,773,1657,1, so, many,400,97,0.41500391,0.05121919,450,0.04500000,0
1063,67108920,16,14,1,1,/,400,146,0.29411698,0.35767645,291,0.02910000,3
1064,96469072,23,20,1,8,5,400,81,0.28522598,0.23148102,355,0.03550000,6
1065,1602240060,382,3983,1,".

",But,399,94,0.45107304,0.08013226,417,0.04170000,0
1066,4441769229,1059,323,2, her, and,399,100,0.10700533,0.01825685,362,0.03620000,0
1067,5163190680,1231,614,1, may, have,398,102,0.34665591,0.00405518,445,0.04450000,0
1068,96469084,23,23,1,8,8,398,102,0.32143977,0.00405518,315,0.03150000,2
1069,2441089060,582,1033,1, we, were,398,103,0.31785913,0.01381136,382,0.03820000,0
1070,1304432725,311,1045,2, to, some,398,111,0.10086925,0.08861257,472,0.04720000,1
1071,1547710616,369,3110,1, for, example,397,102,0.37450242,0.00657091,446,0.04460000,0
1072,2877295000,686,614,1, will, have,396,122,0.23342113,0.18814121,457,0.04570000,0
1073,1501562509,358,419,2, I, this,396,103,0.11278428,0.01884915,451,0.04510000,0
1074,79691868,19,23,1,4,8,395,95,0.29600097,0.05947450,371,0.03710000,2
1075,1342177377,320,24,2, (,9,395,73,0.22193471,0.32289195,242,0.02420000,3
1076,1568672908,374,803,1, is, more,395,95,0.14027727,0.05947450,442,0.04420000,0
1077,17343448284,4135,311,1, easy, to,394,83,0.30881153,0.19197593,412,0.04120000,1
1078,2373978872,566,702,1, he, has,394,112,0.29421117,0.10768234,394,0.03940000,0
1079,2441088705,582,944,2, we,'t,394,97,0.26698370,0.03610555,413,0.04130000,1
1080,1136656485,271,25,2,"

",:,394,52,0.23856082,0.65957281,328,0.03280000,0
1081,2738882304,653,448,1, do, with,394,103,0.22830636,0.02391245,442,0.04420000,2
1082,1170228904,279,4522,1, the, idea,394,89,0.22290415,0.12218016,416,0.04160000,0
1083,1799360537,429,1030,2, that, had,394,103,0.16776488,0.02391245,433,0.04330000,0
1084,83886148,20,17,1,5,2,394,87,0.16742789,0.14490841,313,0.03130000,2
1085,2994735204,714,537,1, but, not,393,105,0.21603423,0.04568511,461,0.04610000,0
1086,2130706673,508,60,2, [,],392,114,0.65984444,0.13047098,206,0.02060000,0
1087,2088775404,498,3003,1, you,'ve,392,76,0.33481397,0.27499412,393,0.03930000,0
1088,88080460,21,19,1,6,4,392,97,0.29456507,0.03101649,339,0.03390000,0
1089,1879051640,448,862,1, with, their,392,112,0.19844962,0.11277141,449,0.04490000,0
1090,2654995676,633,311,1, get, to,392,93,0.11202217,0.07312797,432,0.04320000,0
1091,5163190372,1231,537,1, may, not,391,101,0.35341686,0.01194733,449,0.04490000,0
1092,1304443324,311,3695,1, to, buy,391,93,0.31314319,0.07057369,351,0.03510000,0
1093,1170228628,279,4453,1, the, entire,390,106,0.28830142,0.06282673,439,0.04390000,0
1094,1170224272,279,3364,1, the, story,390,92,0.21043821,0.07882379,376,0.03760000,1
1095,1799359408,429,748,1, that,’s,390,100,0.15127415,0.00455782,380,0.03800000,2
1096,16278095576,3881,438,1, known, as,389,127,0.45704931,0.24614212,416,0.04160000,0
1097,2709524716,646,1083,1, can, also,389,93,0.32101702,0.06544547,422,0.04220000,0
1098,96469874,23,220,3,8, ,389,119,0.11929072,0.18107853,380,0.03800000,6
1099,11265904908,2686,1091,1, less, than,388,88,0.54124557,0.11813415,420,0.04200000,4
1100,79691852,19,19,1,4,4,388,86,0.26923228,0.14112367,360,0.03600000,0
1101,4731176640,1128,432,1, what, it,387,85,0.18878532,0.15023906,413,0.04130000,0
1102,46147240,11,2474,1,",", since,387,102,0.17774361,0.03208250,423,0.04230000,0
1103,1602234844,382,2679,1,".

",If,386,74,0.42487212,0.28623790,396,0.03960000,2
1104,13493076848,3217,220,1, May, ,386,73,0.41280434,0.29984355,336,0.03360000,14
1105,4546627685,1084,537,2, It, not,386,96,0.27886828,0.02595480,436,0.04360000,0
1106,79691872,19,24,1,4,9,386,91,0.26689458,0.07944349,353,0.03530000,3
1107,4341106788,1035,537,1, would, not,386,98,0.26294361,0.00533551,426,0.04260000,0
1108,88080450,21,16,3,6,1,386,132,0.17438149,0.29249893,359,0.03590000,1
1109,1501573660,358,3207,1, I, didn,385,99,0.35138634,0.00741089,389,0.03890000,5
1110,2088768452,498,1265,1, you, should,385,76,0.28473447,0.25697562,377,0.03770000,0
1111,2017461104,481,220,1, -, ,385,102,0.17708909,0.03726385,258,0.02580000,6
1112,2088769032,498,1410,1, you, could,384,104,0.26032387,0.05928272,407,0.04070000,0
1113,104857681,25,20,2,:,5,384,124,0.25276746,0.23517339,373,0.03730000,12
1114,2994735433,714,594,2, but,'s,384,110,0.18474025,0.11537219,433,0.04330000,0
1115,9529458732,2272,11,1, life,",",384,95,0.12675973,0.03123129,427,0.04270000,0
1116,2923431385,697,374,2, your, is,384,118,0.10703612,0.18557645,402,0.04020000,0
1117,5372914240,1281,2704,1, make, sure,383,75,0.56846584,0.26501250,394,0.03940000,0
1118,13035898092,3108,315,1, side, of,383,112,0.28191448,0.13599826,409,0.04090000,4
1119,1170226228,279,3853,1, the, future,383,84,0.25528889,0.15168381,387,0.03870000,0
1120,1602232072,382,1986,1,".

",This,382,84,0.39657402,0.14906943,414,0.04140000,0
1121,4731177240,1128,582,1, what, we,382,99,0.29932268,0.01523362,412,0.04120000,0
1122,104858394,25,198,3,:,"
",382,106,0.27962890,0.08355286,210,0.02100000,8
1123,4412409357,1052,387,2, there, be,382,83,0.23936486,0.16104562,425,0.04250000,0
1124,8170505486,1948,323,3, between, and,382,120,0.21642369,0.20760551,450,0.04500000,1
1125,1170220764,279,2487,1, the, body,382,95,0.19876152,0.02600934,287,0.02870000,0
1126,1170216304,279,1372,1, the, number,382,98,0.19123756,0.00508125,379,0.03790000,0
1127,46150457,11,3278,2,",",'ll,382,85,0.17443892,0.13723498,400,0.04000000,0
1128,3783263453,902,311,2, no, to,382,82,0.11403925,0.17316699,425,0.04250000,2
1129,3783265508,902,825,1, no, one,381,90,0.36296049,0.07745533,418,0.04180000,0
1130,5284825328,1260,572,1, He, was,381,111,0.32751907,0.13226520,381,0.03810000,0
1131,8619294764,2055,11,1, So,",",381,89,0.15882579,0.08862863,381,0.03810000,0
1132,100663358,24,15,3,9,0,381,130,0.14349799,0.29026945,333,0.03330000,1
1133,96469076,23,21,1,8,6,380,82,0.31465910,0.16791763,316,0.03160000,4
1134,2415921393,576,572,2, The, was,380,111,0.18150335,0.13489332,428,0.04280000,0
1135,3154118041,752,358,2, me, I,379,101,0.21273580,0.04311869,419,0.04190000,0
1136,96469061,23,17,2,8,2,379,85,0.19958415,0.12935057,316,0.03160000,1
1137,1275072596,304,1045,1, in, some,379,84,0.15727902,0.14118503,437,0.04370000,1
1138,1354766176,323,1496,1, and, even,379,81,0.15292167,0.17755267,434,0.04340000,0
1139,1568672788,374,773,1, is, so,379,99,0.14145708,0.02311802,427,0.04270000,0
1140,1170218333,279,1879,2, the, world,379,120,0.13448542,0.21548991,398,0.03980000,0
1141,3368026993,803,220,2, more, ,379,78,0.11179805,0.21529300,373,0.03730000,8
1142,13967033796,3330,369,1, looking, for,378,84,0.40332594,0.13854302,404,0.04040000,1
1143,3959428440,944,1366,1,'t, want,378,102,0.39385238,0.05561299,423,0.04230000,5
1144,104858686,25,271,3,:,"

",378,90,0.23339292,0.06955015,310,0.03100000,6
1145,1170222876,279,3015,1, the, water,378,102,0.17851397,0.05561299,291,0.02910000,0
1146,10984883233,2619,264,2, There, a,377,89,0.23895074,0.07807444,423,0.04230000,1
1147,11643389149,2776,311,2,'m, to,377,86,0.17488148,0.11236352,403,0.04030000,3
1148,3292530137,785,374,2,The, is,377,110,0.16023399,0.13376955,448,0.04480000,0
1149,3749709037,894,315,2, any, of,376,92,0.14308687,0.04226619,425,0.04250000,0
1150,1170223249,279,3108,2, the, side,375,114,0.21054601,0.17480680,387,0.03870000,1
1151,1547701400,369,806,1, for, his,374,100,0.16681751,0.04644876,409,0.04090000,0
1152,1765805762,421,944,3, if,'t,373,100,0.29913884,0.04912614,412,0.04120000,0
1153,2252345652,537,1101,1, not, just,373,63,0.27480177,0.41290932,389,0.03890000,0
1154,23194502380,5530,315,1, sense, of,372,82,0.30619851,0.14664023,381,0.03810000,0
1155,54534008,13,2014,1,., To,372,115,0.29637980,0.19157265,429,0.04290000,0
1156,1170218364,279,1887,1, the, main,372,103,0.26352637,0.08136951,383,0.03830000,1
1157,1304434148,311,1401,1, to, look,372,100,0.22198346,0.05181071,434,0.04340000,0
1158,75497546,18,18,3,3,3,371,89,0.21925281,0.06203132,308,0.03080000,1
1159,96469058,23,16,3,8,1,371,108,0.16993569,0.13146354,329,0.03290000,1
1160,46146541,11,2299,2,",",'re,371,93,0.11887703,0.01806819,388,0.03880000,1
1161,18605938164,4436,1405,1, isn,’t,370,102,0.61386811,0.07700418,384,0.03840000,0
1162,1602224256,382,32,1,".

",A,370,97,0.34913775,0.02674235,412,0.04120000,0
1163,83886152,20,18,1,5,3,370,57,0.22836755,0.50491736,317,0.03170000,0
1164,1136656450,271,16,3,"

",1,370,97,0.11551934,0.02674235,368,0.03680000,3
1165,2373980276,566,1053,1, he, said,369,85,0.36399885,0.10261101,339,0.03390000,2
1166,1526726720,364,16,1, ',1,369,129,0.30913409,0.31455014,128,0.01280000,34
1167,8942257624,2132,374,1,It, is,369,82,0.30578915,0.13854302,391,0.03910000,1
1168,3384807448,807,1030,1, they, had,369,111,0.28216522,0.16426793,427,0.04270000,0
1169,2709522996,646,653,1, can, do,369,92,0.27610723,0.02347369,406,0.04060000,0
1170,3841983344,916,220,1, over, ,369,71,0.18163903,0.28258239,387,0.03870000,9
1171,1321211477,315,1429,2, of, most,369,100,0.15050252,0.05990792,421,0.04210000,1
1172,46145578,11,2058,3,",", still,369,75,0.11935655,0.22777415,422,0.04220000,0
1173,33555928,8,374,1,), is,369,97,0.10889545,0.02944871,430,0.04300000,0
1174,7767854536,1852,882,1, same, time,368,87,0.45397274,0.07664044,409,0.04090000,3
1175,1304437272,311,2182,1, to, put,368,93,0.23425965,0.00994907,425,0.04250000,0
1176,1501565133,358,1075,2, I, like,368,99,0.18041889,0.05257129,398,0.03980000,1
1177,4227859693,1008,315,2, other, of,368,115,0.10380716,0.20238357,450,0.04500000,1
1178,75497549,18,19,2,3,4,367,90,0.23988796,0.04001780,335,0.03350000,1
1179,75497572,18,25,1,3,:,367,111,0.23686538,0.16970273,322,0.03220000,14
1180,71303216,17,12,1,2,-,367,65,0.22195669,0.36544020,293,0.02930000,5
1181,4332717249,1033,304,2, were, in,367,102,0.14046835,0.08514534,402,0.04020000,0
1182,1098936800,262,7288,1,   , •,366,79,0.46030263,0.16765110,148,0.01480000,0
